"filename", "language", "C++", "CMake", "Makefile", "JSON", "XML", "Log", "CMake Cache", "TypeScript", "Markdown", "comment", "blank", "total"
"/home/lennart-k-hler/projects/dolphin/include/HelperClasses.h", "C++", 294, 0, 0, 0, 0, 0, 0, 0, 0, 64, 78, 436
"/home/lennart-k-hler/projects/dolphin/include/IO/TiffReader.h", "C++", -6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, -4
"/home/lennart-k-hler/projects/dolphin/include/IO/TiffWriter.h", "C++", 37, 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 53
"/home/lennart-k-hler/projects/dolphin/include/Image3D.h", "C++", 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 46
"/home/lennart-k-hler/projects/dolphin/include/ImageMetaData.h", "C++", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"/home/lennart-k-hler/projects/dolphin/include/backend/BackendFactory.h", "C++", -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1
"/home/lennart-k-hler/projects/dolphin/include/backend/IBackend.h", "C++", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/lennart-k-hler/projects/dolphin/include/backend/IBackendMemoryManager.h", "C++", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/home/lennart-k-hler/projects/dolphin/include/deconvolution/DeconvolutionConfig.h", "C++", -254, 0, 0, 0, 0, 0, 0, 0, 0, -36, -61, -351
"/home/lennart-k-hler/projects/dolphin/include/deconvolution/Postprocessor.h", "C++", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"/home/lennart-k-hler/projects/dolphin/include/deconvolution/Preprocessor.h", "C++", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
"/home/lennart-k-hler/projects/dolphin/include/deconvolution/deconvolutionStrategies/ComputationalPlan.h", "C++", -60, 0, 0, 0, 0, 0, 0, 0, 0, -9, -13, -82
"/home/lennart-k-hler/projects/dolphin/include/deconvolution/deconvolutionStrategies/DeconvolutionStrategyPair.h", "C++", 22, 0, 0, 0, 0, 0, 0, 0, 0, 27, 10, 59
"/home/lennart-k-hler/projects/dolphin/include/deconvolution/deconvolutionStrategies/IDeconvolutionExecutor.h", "C++", 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 4
"/home/lennart-k-hler/projects/dolphin/include/deconvolution/deconvolutionStrategies/IDeconvolutionStrategy.h", "C++", 2, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 8
"/home/lennart-k-hler/projects/dolphin/include/deconvolution/deconvolutionStrategies/LabeledDeconvolutionExecutor.h", "C++", -27, 0, 0, 0, 0, 0, 0, 0, 0, -2, 0, -29
"/home/lennart-k-hler/projects/dolphin/include/deconvolution/deconvolutionStrategies/LabeledDeconvolutionStrategy.h", "C++", -3, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 5
"/home/lennart-k-hler/projects/dolphin/include/deconvolution/deconvolutionStrategies/LabeledImageDeconvolutionStrategy__old.h", "C++", -25, 0, 0, 0, 0, 0, 0, 0, 0, -1, -7, -33
"/home/lennart-k-hler/projects/dolphin/include/deconvolution/deconvolutionStrategies/StandardDeconvolutionExecutor.h", "C++", -2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1
"/home/lennart-k-hler/projects/dolphin/include/deconvolution/deconvolutionStrategies/StandardDeconvolutionStrategy.h", "C++", 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 5
"/home/lennart-k-hler/projects/dolphin/src/DeconvolutionService.cpp", "C++", -2, 0, 0, 0, 0, 0, 0, 0, 0, 13, 5, 16
"/home/lennart-k-hler/projects/dolphin/src/DeconvolutionStrategyFactory.cpp", "C++", 12, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 19
"/home/lennart-k-hler/projects/dolphin/src/IO/TiffReader.cpp", "C++", -138, 0, 0, 0, 0, 0, 0, 0, 0, 151, 12, 25
"/home/lennart-k-hler/projects/dolphin/src/IO/TiffWriter.cpp", "C++", 360, 0, 0, 0, 0, 0, 0, 0, 0, 69, 98, 527
"/home/lennart-k-hler/projects/dolphin/src/backend/BackendFactory.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 7
"/home/lennart-k-hler/projects/dolphin/src/deconvolution/DeconvolutionConfig.cpp", "C++", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 1
"/home/lennart-k-hler/projects/dolphin/src/deconvolution/DeconvolutionProcessor.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1
