"filename", "language", "Docker", "C++", "CMake", "Markdown", "Shell Script", "Ini", "Makefile", "C", "TypeScript", "Log", "CMake Cache", "YAML", "CUDA C++", "Swift", "HTML", "JSON", "Python", "MS SQL", "XML", "pip requirements", "Lua", "PostCSS", "Jinja", "reStructuredText", "Properties", "Objective-C++", "GLSL", "Gradle", "JSON with Comments", "comment", "blank", "total"
"/home/lennart-k-hler/projects/dolphin/backends/cuda/build/CTestTestfile.cmake", "CMake", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"/home/lennart-k-hler/projects/dolphin/backends/cuda/build/Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 166, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 72, 311
"/home/lennart-k-hler/projects/dolphin/backends/cuda/build/cmake_install.cmake", "CMake", 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 62
"/home/lennart-k-hler/projects/dolphin/backends/cuda/build/cube/build/CMakeFiles/CMakeDirectoryInformation.cmake", "CMake", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 17
"/home/lennart-k-hler/projects/dolphin/backends/cuda/build/cube/build/CMakeFiles/CUBE.dir/DependInfo.cmake", "CMake", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 26
"/home/lennart-k-hler/projects/dolphin/backends/cuda/build/cube/build/CMakeFiles/CUBE.dir/cmake_clean.cmake", "CMake", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16
"/home/lennart-k-hler/projects/dolphin/backends/cuda/build/cube/build/CMakeFiles/CUBE.dir/cmake_clean_target.cmake", "CMake", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/home/lennart-k-hler/projects/dolphin/backends/cuda/build/cube/build/CMakeFiles/CUBE.dir/compiler_depend.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"/home/lennart-k-hler/projects/dolphin/backends/cuda/build/cube/build/Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 165, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 69, 297
"/home/lennart-k-hler/projects/dolphin/backends/cuda/build/cube/build/cmake_install.cmake", "CMake", 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 60
